id,full_name,description,size,stargazers_count,language,has_projects,has_pages,has_discussions,archived,license,topics,forks,open_issues,watchers,vader_sentiment,sentiment_bin
192583776,pdeitel pythonfundamentalslivelessons,example code for our python fundamentals livelessons videos,14614,398,missing,1,0,0,0,missing,,436,9,398,0.0,Neutral
210066928,aneagoie ztm python cheat sheet,missing,68,2586,missing,1,0,0,0,missing,,1411,7,2586,-0.296,Negative
173317769,pamoroso free python books,python books free to read online or download,64,4949,missing,0,0,0,1,key other name other spdx id noassertion url none node id mdc tgljzw zzta,free ebooks learning python python python book,693,1,4949,0.5106,Positive
125266328,psf black,the uncompromising python code formatter,7353,40910,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,autopep code codeformatter formatter gofmt hacktoberfest pre commit hook python yapf,2616,354,40910,0.0,Neutral
3546794,sendgrid sendgrid python,the official twilio sendgrid python api library,2795,1603,python,0,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,email python sendgrid transactional emails,728,57,1603,0.0,Neutral
48217849,ictar python doc,translate python documents to chinese for convenient reference python,4121,1946,missing,1,0,0,0,missing,,674,8,1946,0.0,Neutral
95005366,santostang pythonscraping,the code of book python scraping,13655,359,jupyter notebook,1,0,0,0,missing,,297,6,359,0.0,Neutral
113942252,blakedalmas python,school projects in python that use the arcade library http arcade academy,13602,39,python,1,0,0,0,missing,,61,2,39,0.0,Neutral
192625525,actions setup python,set up your github actions workflow with a specific version of python,34043,1976,typescript,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,646,73,1976,0.0,Neutral
44425495,makelove opencv python tutorial,opencv google,206703,3414,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,imread imshow kinect opencv opencv python tutorial python tutorial videocapture,1121,11,3414,0.0,Neutral
259080301,ihf code python,introduction to python course lesson slides exercises answers visit https kpmgtechplayground com for more,3430,9,python,0,0,0,0,missing,learnpython learntocode python,163,1,9,0.0,Neutral
13414105,python peps,python enhancement proposals,35429,4715,restructuredtext,0,1,0,0,missing,,1659,60,4715,0.0,Neutral
134691520,china testing python api tesing,python pythontesting,62824,2428,python,1,0,0,0,missing,,887,5,2428,0.0,Neutral
107967201,jushuangqiao python offer,offer python,109,2260,python,1,0,0,0,missing,,590,6,2260,0.0,Neutral
81413897,rasbt python machine learning book nd edition,the python machine learning nd edition book code repository and info resource,241207,7188,jupyter notebook,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,data science deep learning machine learning python scikit learn tensorflow,2818,32,7188,0.0,Neutral
53537497,codingforentrepreneurs days of python,learn python for the next or so days,64372,2196,html,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,api automation csv fastapi flask jupyter pandas python python rest api selenium selenium webdriver tutorial web scraping,1335,90,2196,0.0,Neutral
8768978,petertodd python bitcoinlib,python library providing an easy interface to the bitcoin data structures and protocol,1517,1930,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,639,50,1930,0.4404,Positive
367986727,analyticswithadam python,missing,4320,71,jupyter notebook,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,66,4,71,-0.296,Negative
7053637,python mypy,optional static typing for python,75213,19751,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,linter python typechecker types typing,3000,2983,19751,0.0,Neutral
26720419,dloss python pentest tools,python tools for penetration testers,50,2814,missing,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,795,0,2814,0.0,Neutral
6054289,niklasf python chess,a chess library for python with move generation and validation pgn parsing and writing polyglot opening book reading gaviota tablebase probing syzygy tablebase probing and uci xboard engine communication,12944,2649,python,1,0,1,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,chess epd fen gaviota pgn polyglot syzygy uci xboard,550,36,2649,0.0,Neutral
147734933,jonfriskics pythonflask jobboard,build a job board with python flask,175,11,python,1,0,0,0,missing,,1865,1,11,0.0,Neutral
299539326,codebasics data structures algorithms python,this tutorial playlist covers data structures and algorithms in python every tutorial has theory behind data structure or an algorithm big o complexity analysis and exercises that you can practice on,249,1344,jupyter notebook,1,0,0,0,missing,,1594,63,1344,0.0,Neutral
2527828,getsentry raven python,raven is the legacy python client for sentry getsentry com replaced by sentry python,6096,1670,python,1,0,0,1,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,crash reporting crash reports monitoring python sentry sentry client tag archived,656,242,1670,0.0,Neutral
899744518,googleapis python genai,google gen ai python sdk provides an interface for developers to integrate google s generative models into their python applications,8664,2451,python,1,1,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,548,264,2451,0.0,Neutral
51690353,mvantellingen python zeep,a python soap client,2648,1951,python,0,0,1,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,python soap soap client wsdl,605,455,1951,0.0,Neutral
413433399,chokkan python,python,28373,321,jupyter notebook,1,1,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,matplotlib numpy python,33,2,321,0.0,Neutral
55897437,junnplus awesome python books,books directory of python books,103,4150,missing,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,book learning python python book python cookbook python programming,679,7,4150,0.0,Neutral
12052630,zulko moviepy,video editing with python,170196,13899,python,1,1,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,animation gif hacktoberfest python video video editing video processing,1917,59,13899,0.0,Neutral
52760178,crazyguitar pysheeet,python cheat sheet,3805,8104,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,cheatsheet python python python,1221,14,8104,-0.4588,Negative
65116537,tab unrealenginepython,embed python in unreal engine,99718,2843,c,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,763,368,2843,0.0,Neutral
397974623,derekbanas python finance,i get many questions about how to analyze the stock market with python i am creating a new playlist of videos that will completely cover python for finance,19663,523,jupyter notebook,1,0,0,0,missing,,279,2,523,0.296,Positive
262793810,iswbm magic python,python,22666,3378,python,1,0,0,0,missing,,474,45,3378,0.0,Neutral
36614988,gaopu python,python,18,44,python,1,0,0,0,missing,,38,1,44,0.0,Neutral
31074280,freeopcua python opcua,lgpl pure python opc ua client and server,10464,1447,python,1,0,1,0,key lgpl name gnu lesser general public license v spdx id lgpl url https api github com licenses lgpl node id mdc tgljzw zztey,iec library opc opc ua protocol python python,668,427,1447,0.0,Neutral
75435712,tecladocode rest apis flask python,projects and e book for our course rest apis with flask and python,56326,1476,python,1,0,1,0,missing,course education flask python udemy,1526,6,1476,0.0,Neutral
567354870,visualize ml book python for beginners,book,650776,6010,jupyter notebook,1,0,0,0,missing,,1196,3,6010,0.0,Neutral
139208115,bloominstituteoftechnology intro python i,introduction to python basics,82,128,python,1,0,0,0,missing,,2885,829,128,0.0,Neutral
60873556,jwasham practice python,part of my daily plan for studying python,389,1738,python,1,0,0,0,missing,,612,2,1738,0.0,Neutral
468685418,kurtispykes python,all curated content and code about python,9,87,jupyter notebook,1,0,0,0,missing,,58,0,87,0.0,Neutral
89999848,ehco python crawler,python python,3818,1917,html,1,0,0,0,missing,,595,3,1917,0.0,Neutral
51567632,careercup ctci th edition python,cracking the coding interview th ed python solutions,313,5135,python,0,0,0,0,missing,,1866,3,5135,0.1779,Positive
142180641,adashofdata nlp in python tutorial,comparing stand up comedians using natural language processing,1006,1728,jupyter notebook,1,0,0,0,missing,,1359,1,1728,0.5719,Positive
312485832,larymak python project scripts,this repositories contains a list of python scripts projects from beginner level advancing slowly more code snippets to be added soon feel free to clone this repo,651490,1488,jupyter notebook,1,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,ascii art beginner project collaborate github hacktoberfest hacktoberfest accepted open source python python script student vscode webscrapping,963,14,1488,0.5106,Positive
115922986,daacheng pythonbasic,python python,164792,552,html,1,0,0,0,missing,,215,1,552,0.0,Neutral
139931861,dji sdk tello python,this is a collection of python modules that interact with the ryze tello drone,29081,1404,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,649,68,1404,0.0,Neutral
1643611,daviddrysdale python phonenumbers,python port of google s libphonenumber,88480,3654,python,0,1,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,435,12,3654,0.0,Neutral
6297520,quantopian zipline,zipline a pythonic algorithmic trading library,170757,18919,python,1,1,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,algorithmic trading python quant zipline,4890,364,18919,0.0,Neutral
38095954,eternnoir pytelegrambotapi,python telegram bot api,6076,8542,python,1,0,1,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztg,bot api python api telegram telegram bot telegram bot api,2121,5,8542,0.0,Neutral
45042819,testudinate python,,1254,97,python,1,0,0,0,missing,,54,2,97,0.0,Neutral
18595716,veox python krakenex,rest exchange api for kraken com python,241,725,python,1,0,0,0,key lgpl name gnu lesser general public license v spdx id lgpl url https api github com licenses lgpl node id mdc tgljzw zztey,api client cryptocurrency exchange api kraken python,231,23,725,0.0,Neutral
137814779,getsentry sentry python,the official python sdk for sentry io,68213,2067,python,1,1,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,crash reporting hacktoberfest python sdk sentry sentry python tag production team web backend,556,218,2067,0.0,Neutral
69090889,hardbyte python can,the can package provides controller area network support for python developers,5920,1449,python,0,0,1,0,key lgpl name gnu lesser general public license v spdx id lgpl url https api github com licenses lgpl node id mdc tgljzw zztey,can bus python,646,230,1449,0.4019,Positive
150059408,asweigart pythonstdiogames,a collection of text based games written in python that only use standard i o,6483,951,python,1,0,0,0,missing,,208,9,951,0.0,Neutral
837180,glix python,unofficial python svn auto updating mirror,85569,2,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,292,1,2,0.0,Neutral
908607,numpy numpy,the fundamental package for scientific computing with python,163112,30373,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,numpy python,11335,2367,30373,0.0,Neutral
95067884,pyecharts pyecharts,python echarts plotting library,99469,15510,python,1,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,echarts python,2871,11,15510,0.0,Neutral
80990040,ctgk prml,prml algorithms implemented in python,27295,11659,jupyter notebook,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,jupyter notebook prml python,3244,18,11659,0.0,Neutral
59950284,akuli python tutorial,a python programming tutorial for beginners,2181,1486,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,beginner beginner friendly learn to code learning python oop python python python tutorial tutorial tutorials,628,8,1486,0.0,Neutral
7703763,sixu pythontutorial,python tutorial,3902,317,missing,1,0,0,0,missing,,263,8,317,0.0,Neutral
31199458,qiwsir starterlearningpython,learning python from beginner to master https lqlab readthedocs io,6502,1848,python,1,0,0,0,missing,,838,32,1848,0.0,Neutral
2014929,scikit image scikit image,image processing in python,81925,6333,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,computer vision image processing python,2313,855,6333,0.0,Neutral
263967032,psounis python,youtube,10143,126,python,1,0,0,0,missing,,46,0,126,0.0,Neutral
116311798,darkprinx break the ice with python,the repository is about python programming exercise problem discussed explained and solved in different ways,531,2996,jupyter notebook,1,1,0,0,missing,days of code plus python programming programming problems python problem discussion interview learning exercise learning python opinions practice programming python python challenge python examples python exercise python playground python programming exercises tutorial tutorial code,1494,85,2996,-0.1531,Negative
125901069,joaoventura full speed python,full speed python a book for self learners,944,4076,makefile,1,0,0,0,missing,books learning by doing learning python python,593,1,4076,0.0,Neutral
48129918,eclipse paho paho mqtt python,paho mqtt python,1829,2333,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,eclipseiot internet of things mqtt,730,133,2333,0.0,Neutral
181778131,microsoft vscode remote try python,python sample project for trying out dev containers,66,879,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,1706,19,879,0.0,Neutral
12774174,kill console pythonshootgame,a simple shoot game by python,1571,315,python,1,0,0,0,missing,,313,14,315,-0.34,Negative
151300405,hastagab awesome python scripts,a curated list of awesome python scripts that automate stuffs,10125,2254,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,hacktoberfest,754,63,2254,0.6249,Positive
400700123,on nix python,extensive collection of python projects from pypi for nix,5468,125,nix,0,0,0,0,key unlicense name the unlicense spdx id unlicense url https api github com licenses unlicense node id mdc tgljzw zzte,nix nixos nixpkgs pypi python,46,20,125,0.0,Neutral
485993138,needleworm python,,74610,173,python,1,0,0,0,missing,,329,0,173,0.0,Neutral
76549745,fernandofeltrin python,c digos em python do b sico ao avan ado,3749,140,jupyter notebook,1,0,0,0,missing,poo programacao orientada objetos python,45,1,140,0.0,Neutral
18525395,appium python client,python language bindings for appium,29035,1806,python,0,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,569,30,1806,0.0,Neutral
265018036,parsons python summer python,the teaching curriculum for parsons summer python course developed by the tas,53592,25,jupyter notebook,1,0,0,0,missing,,92,3,25,0.0,Neutral
98725685,dipanjans practical machine learning with python,master the essential skills needed to recognize and solve complex real world problems with machine learning and deep learning by leveraging the highly popular python machine learning eco system,121256,2349,jupyter notebook,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,classification clustering computer vision convolutional neural networks deep learning jupyter jupyter notebook keras machine learning natural language processing nltk notebook pandas prophet python scikit learn spacy statsmodels tensorflow time series analysis,1659,20,2349,0.2944,Positive
29050338,mementum backtrader,python backtesting library for trading strategies,22460,18657,python,0,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,backtesting metaclass python trading,4632,56,18657,0.0,Neutral
20585627,adafruit adafruit python dht,python library to read the dht series of humidity and temperature sensors on a raspberry pi or beaglebone black,98,1128,c,1,0,0,1,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,985,0,1128,0.0,Neutral
107492953,shakkaist python,missing,9417,13,jupyter notebook,1,1,0,0,missing,,79,35,13,-0.296,Negative
261850277,vjechsmayr pythonalgorithms,all algorithms implemented in python a project for hacktoberfest no issues or prs for hacktoberfest,581,130,python,0,0,0,1,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,algorithms implemented hacktoberfest leetcode python,362,1,130,-0.296,Negative
324077,pycqa pycodestyle,simple python style checker in one python file,2082,5115,python,0,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,flake plugin linter flake linter plugin pep python style guide styleguide,749,105,5115,0.0,Neutral
11458646,petervaro python,python and cython language bundles for sublime text and textmate,750,64,python,1,0,0,1,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,,60,9,64,0.0,Neutral
178667520,subbarayudu j thealgorithms python,thealgorithms python,7222,3091,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,610,24,3091,0.0,Neutral
5819063,julien duponchelle python mysql replication,pure python implementation of mysql replication protocol build on top of pymysql,1058,2395,python,0,0,1,0,missing,hacktoberfest mysql mysql binlog mysql replication protocol python,686,111,2395,0.2023,Positive
216587152,chiphuyen python is cool,cool python features for machine learning that i used to be too afraid to use will be updated as i have more time learn more,55,3625,jupyter notebook,1,0,0,0,missing,advanced python data science machine learning python tutorials python,575,3,3625,0.3182,Positive
11262602,datastax python driver,datastax python driver for apache cassandra,21265,1410,python,1,1,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,565,17,1410,0.0,Neutral
500750678,buildwithmalik pythoncheatsheet,a cheat sheet to revise python syntax particularly useful for solving data structure and algorithmic problems with python,34,1104,missing,1,0,0,0,missing,,167,2,1104,0.0404,Neutral
458161187,mrinank bhowmick python beginner projects,explore a collection of beginner friendly python projects that can be completed with minimal code perfect for learning the basics and improving your coding skills,102455,1710,python,0,0,1,1,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,awesome list beginner friendly beginner project beginner python beginners friendly learning python opensource programming project python python project beginner python projects tutorial code,791,121,1710,0.8658,Positive
159515161,bradtraversy python sandbox,files to learn python basics,11,515,python,1,0,0,0,missing,,883,7,515,0.0,Neutral
265275921,eonraider violent python,source code for the book violent python by tj o connor the code has been fully converted to python reformatted to comply with pep standards and refactored to eliminate dependency issues involving the implementation of deprecated libraries,61191,1006,python,1,0,0,0,missing,cybersecurity ethical hacking hacking tools network programming network security python hacking violent python violent python source code,172,2,1006,-0.5994,Negative
87609429,omkarpathak python programs,my collection of python programs,663,1117,python,1,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,competitive programming oop python programming python scripts,629,55,1117,0.0,Neutral
14151539,influxdata influxdb python,python client for influxdb,1276,1694,python,1,0,0,1,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,influxdata influxdb python python,522,168,1694,0.0,Neutral
152024239,northxw python webspider,python app scrapy,219917,551,python,1,0,0,0,missing,,274,0,551,0.0,Neutral
138245018,iamseancheney python for data analysis nd chinese version,python,405,8545,missing,1,0,1,0,missing,matplotlib numpy pandas,2755,15,8545,0.0,Neutral
3540290,rpc zerorpc python,zerorpc for python,389,3224,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,385,55,3224,0.0,Neutral
411388335,linkedinlearning learning python,this repository is for the linkedin learning course learning python,20,658,python,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,python,1188,9,658,0.0,Neutral
123400518,kelasterbuka python x dasar programming,belajar python x bahasa indonesia kelas terbuka,21233,542,python,1,0,0,0,missing,dasarpemrograman kelasterbuka python tutorial,332,10,542,0.0,Neutral
70553423,line line bot sdk python,line messaging api sdk for python,31242,2036,python,0,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,bot line linebot python sdk,1045,5,2036,0.0,Neutral
84792081,shibing python tutorial,python python python flask,81326,2276,jupyter notebook,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,numpy pandas python python tutorial pytorch scikit learn scipy,442,1,2276,0.0,Neutral
104485065,linxueyuanstdio pythondatamining,notebook with decorative cover python,26200,649,jupyter notebook,1,0,0,0,missing,python,205,0,649,0.0,Neutral
218596671,danger python,stop saying you forgot to in code review,203,112,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,45,5,112,-0.296,Negative
87836532,woider pythonexercise,python python,16,593,python,1,0,0,0,missing,,179,4,593,0.0,Neutral
79510167,pypa pipenv,python development workflow for humans,258050,25097,python,1,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,packaging pip pipfile python virtualenv,1878,235,25097,0.0,Neutral
255903310,matheusfacure python causality handbook,causal inference for the brave and true a light hearted yet rigorous approach to learning about impact estimation and causality,47558,3059,jupyter notebook,1,1,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,causal inference causality data science econometrics harmless econometrics impact estimation python,559,75,3059,0.6249,Positive
14005795,jameslyons python speech features,this library provides common speech features for asr including mfccs and filterbank energies,221,2414,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,620,25,2414,0.2263,Positive
43226304,codereclaimers neat python,python implementation of the neat neuroevolution algorithm,2256,1503,python,1,0,0,1,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,neuroevolution python,508,133,1503,0.4588,Positive
104670977,dvf blockchain,a simple blockchain in python,127,7997,c,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,bitcoin blockchain cryptocurrency flask python,2807,132,7997,0.0,Neutral
87228327,r ap rpy python,python scripts are stored here related to my youtube channel and written in any version of python,819,47,python,1,1,0,0,missing,,63,3,47,0.0,Neutral
702770663,daveebbelaar python whatsapp bot,build ai whatsapp bots with pure python,818,1345,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,ai flask llm openai python whatsapp,777,25,1345,0.0,Neutral
1953389,stripe stripe python,python library for the stripe api,23500,1869,python,0,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,stripe stripe sdk,457,24,1869,0.0,Neutral
983715534,strands agents sdk python,a model driven approach to building ai agents in just a few lines of code,1234,3233,python,0,0,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,agentic agentic ai agents ai anthropic autonomous agents bedrock genai litellm llama llm machine learning mcp multi agent systems ollama openai opentelemetry python,356,238,3233,0.0,Neutral
295379204,dragon gcs python,public repository,57011,39,python,1,0,0,0,missing,python tensorflow,25,0,39,0.0,Neutral
22791752,python control python control,the python control systems library is a python module that implements basic operations for analysis and design of feedback control systems,31837,1880,python,1,0,1,0,key bsd clause name bsd clause new or revised license spdx id bsd clause url https api github com licenses bsd clause node id mdc tgljzw zztu,,443,88,1880,0.0,Neutral
68303993,mjg python broadlink,python module for controlling broadlink rm pro remote controls a sensor platforms and sp smartplugs,408,1479,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,488,84,1479,0.0,Neutral
271851706,macadmins python,framework files for use with popular python macadmin toolsets,102,249,shell,1,0,1,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,30,3,249,0.4215,Positive
101684374,satwikkansal wtfpython,what the f ck python,1544,36603,python,1,0,1,0,key wtfpl name do what the f ck you want to public license spdx id wtfpl url https api github com licenses wtfpl node id mdc tgljzw zzte,documentation gotchas interview questions pitfalls python python interview questions snippets wats wtf,2669,69,36603,0.0,Neutral
257171886,binance binance connector python,simple connector to binance public api,3298,2454,python,0,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,binance api connector crypto library market data python real time trading,600,13,2454,0.0,Neutral
190687137,rasbt python machine learning book rd edition,the python machine learning rd edition book code repository,167080,4896,jupyter notebook,1,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,deep learning machine learning scikit learn tensorflow,2049,27,4896,0.0,Neutral
17710133,googleads googleads python lib,the python client library for google s ads apis,5873,707,python,1,0,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,,978,39,707,0.0,Neutral
170079738,banksalad python,use this template if you love python,95,62,python,0,0,0,1,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,cookiecutter cookiecutter template python python boilerplate python project template python scaffolding python template,54,2,62,0.6369,Positive
749126547,scrapegraphai scrapegraph ai,python scraper based on ai,14637,21247,python,1,0,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,ai ai scraping automated scraper crawler html to markdown llm markdown rag scraping scraping python web crawler web crawlers web scraping,1810,14,21247,0.0,Neutral
224826253,benc uk python demoapp,simple python flask web application designed for running in containers for demos,16853,153,javascript,1,0,0,1,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,docker flask kubernetes python,1353,6,153,0.0,Neutral
205712468,saffetmurat python,python programlama dili ile yap lm basit kod rnekleri,285,90,python,1,1,0,0,missing,csv py dosyas python python sqlite sqlite database tkinter tkinter gui,45,0,90,0.0,Neutral
256037043,ndb python for coding test,with,741,2384,python,1,0,0,0,missing,algorithms coding interviews data structures,844,131,2384,0.0,Neutral
392738336,deepali shinde python,missing,5725,90,jupyter notebook,1,0,0,0,missing,,46,0,90,-0.296,Negative
179687793,tecladocode python refresher,a python refresher section for all our courses,40,652,python,1,0,0,0,missing,,672,1,652,0.0,Neutral
86866606,azure samples python docs hello world,a simple python application for docs,21,135,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,2928,36,135,0.0,Neutral
14557048,joeyxy python,for python test script,296975,32,php,1,0,0,0,missing,,72,0,32,0.0,Neutral
619143361,elevenlabs elevenlabs python,the official python sdk for the elevenlabs api,4911,2710,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,artificial intelligence conversational ai text to speech,360,27,2710,0.0,Neutral
196712037,learning zone python basics,python basics v x,1129,1560,python,1,1,1,0,missing,python python interview questions python libraries python library,451,2,1560,0.0,Neutral
10648016,fonnesbeck statistical analysis python tutorial,statistical data analysis in python,16267,1676,html,1,0,0,1,missing,,959,1,1676,0.0,Neutral
418290298,kzbkzb python ai,dl nlp tensorflow pytorch,19588,2211,jupyter notebook,1,0,0,0,missing,cv dl ml nlp python python pytorch tensorflow,388,2,2211,0.0,Neutral
125232078,pdal python,pdal s python support,1341,128,c,0,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,,39,9,128,0.4019,Positive
19530263,atlassian api atlassian python api,atlassian python rest api wrapper the atlassian python api library provides a simple and convenient way to interact with atlassian products such as jira service management jira software confluence bitbucket and apps insight x ray using python it is based on the official rest apis of these products and by community for atlassian,3033,1524,python,1,1,0,0,key apache name apache license spdx id apache url https api github com licenses apache node id mdc tgljzw zzti,advanced roadmaps api atlassian bamboo bitbucket confluence crowd hacktoberfest jira jira service desk portfolio python rest tempo wrapper xray,701,185,1524,0.0,Neutral
289710302,forrestknight open source cs python,video discussing this curriculum,10,3910,missing,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,computer science,645,19,3910,0.0,Neutral
33467565,petercorke robotics toolbox python,robotics toolbox for python,178127,2732,python,1,1,1,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,dynamics hessian jacobian kinematics motion planning python robot manipulator robotics robotics control robotics simulation robotics toolbox trajectory generation,520,99,2732,0.0,Neutral
47907821,rocky python uncompyle,a cross version python bytecode decompiler,10509,4089,python,1,0,1,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,bytecode decompiler python,437,41,4089,0.0,Neutral
103826539,openatx uiautomator,android uiautomator python wrapper,1797,7468,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,python test uiautomator,1499,184,7468,0.0,Neutral
16122277,barbagroup aeropython,classical aerodynamics of potential flow using python and jupyter notebooks,32375,974,jupyter notebook,1,0,0,0,key other name other spdx id noassertion url none node id mdc tgljzw zzta,aerodynamics engineering fluid mechanics jupyter notebook python,535,1,974,0.0,Neutral
344321709,mk codingspace python,missing,84955,24,python,1,0,0,0,missing,,78,0,24,-0.296,Negative
209987323,shivamdev lgtm python aria mirror bot,a telegram bot for all your mirror needs og repo,460,762,python,1,0,0,0,key gpl name gnu general public license v spdx id gpl url https api github com licenses gpl node id mdc tgljzw zztk,google drive mirror mirror bot python mirror bot team drive telegram bot telegram mirror bot,1289,31,762,0.0,Neutral
231905013,patrickloeber python fun,some fun and useful projects with python,4005,790,jupyter notebook,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,576,8,790,0.7351,Positive
93837812,dbeker faster rcnn tensorflow python,tensorflow faster r cnn for windows linux and python,3477,620,python,1,0,0,0,key mit name mit license spdx id mit url https api github com licenses mit node id mdc tgljzw zztez,,327,17,620,0.0,Neutral
144254679,richardfu python cases,missing,34,396,python,1,0,0,0,missing,,211,1,396,-0.296,Negative
